BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03327183	SRX973022	9776	2015-03-30	6236	4425	2016-05-06	SRR1946339	SRS887760	9776	9776	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327185	SRX973024	9778	2015-03-30	4527	3009	2016-05-06	SRR1946341	SRS887757	9778	9778	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326280	SRX972119	108	2015-03-30	4881	3475	2016-05-06	SRR1945436	SRS888312	108	108	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326281	SRX972120	139	2015-03-30	3608	2580	2016-05-06	SRR1945437	SRS888311	139	139	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326282	SRX972121	159	2015-03-30	3953	2822	2016-05-06	SRR1945438	SRS888310	159	159	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326283	SRX972122	265	2015-03-30	5256	3750	2016-05-06	SRR1945439	SRS888309	265	265	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326284	SRX972123	350	2015-03-30	4110	2930	2016-05-06	SRR1945440	SRS888308	350	350	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326285	SRX972124	351	2015-03-30	5422	3866	2016-05-06	SRR1945441	SRS888305	351	351	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326286	SRX972125	403	2015-03-30	4645	3320	2016-05-06	SRR1945442	SRS888304	403	403	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326287	SRX972126	410	2015-03-30	3587	2554	2016-05-06	SRR1945443	SRS888306	410	410	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326288	SRX972127	424	2015-03-30	4032	2875	2016-05-06	SRR1945444	SRS888307	424	424	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326289	SRX972128	428	2015-03-30	3546	2530	2016-05-06	SRR1945445	SRS888303	428	428	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326290	SRX972129	430	2015-03-30	1918	1259	2016-05-06	SRR1945446	SRS888301	430	430	Austria	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326291	SRX972130	470	2015-03-31	6398	4401	2016-05-06	SRR1945447	SRS888300	470	470	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326292	SRX972131	476	2015-03-31	5842	3870	2016-05-06	SRR1945448	SRS888299	476	476	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326293	SRX972132	484	2015-03-31	3909	1870	2016-05-06	SRR1945449	SRS888302	484	484	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326294	SRX972133	504	2015-03-31	3659	1705	2016-05-06	SRR1945450	SRS888296	504	504	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326295	SRX972134	506	2015-03-31	7148	5501	2016-05-06	SRR1945451	SRS888295	506	506	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326296	SRX972135	531	2015-03-31	3702	1746	2016-05-06	SRR1945452	SRS888294	531	531	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326297	SRX972136	544	2015-03-31	17196	12332	2016-05-06	SRR1945453	SRS888298	544	544	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326298	SRX972137	546	2015-03-31	11736	8327	2016-05-06	SRR1945454	SRS888292	546	546	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326299	SRX972138	628	2015-03-31	9135	6738	2016-05-06	SRR1945455	SRS888291	628	628	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326300	SRX972139	630	2015-03-30	4577	3265	2016-05-06	SRR1945456	SRS888293	630	630	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326301	SRX972140	680	2015-03-31	9655	6967	2016-05-06	SRR1945457	SRS888290	680	680	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326302	SRX972141	681	2015-03-31	6293	4613	2016-05-06	SRR1945458	SRS888289	681	681	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326303	SRX972142	685	2015-03-31	10943	8081	2016-05-06	SRR1945459	SRS888327	685	685	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326304	SRX972143	687	2015-03-31	5688	4022	2016-05-06	SRR1945460	SRS888287	687	687	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326305	SRX972144	728	2015-03-31	4275	2765	2016-05-06	SRR1945461	SRS888326	728	728	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326306	SRX972145	742	2015-03-31	5920	3793	2016-05-06	SRR1945462	SRS888286	742	742	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326309	SRX972148	766	2015-03-30	1963	1301	2016-05-06	SRR1945465	SRS888285	766	766	Kyrgyzstan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326310	SRX972149	768	2015-03-30	1822	1163	2016-05-06	SRR1945466	SRS888284	768	768	Kyrgyzstan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326311	SRX972150	772	2015-03-30	2637	1759	2016-05-06	SRR1945467	SRS888282	772	772	Tajikistan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326312	SRX972151	801	2015-03-30	4049	2606	2016-05-06	SRR1945468	SRS888281	801	801	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326313	SRX972152	853	2015-03-31	11561	8513	2016-05-06	SRR1945469	SRS888283	853	853	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326314	SRX972153	854	2015-03-31	9678	6990	2016-05-06	SRR1945470	SRS888280	854	854	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326315	SRX972154	867	2015-03-31	6345	4475	2016-05-06	SRR1945471	SRS888279	867	867	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326316	SRX972155	868	2015-03-31	5240	3796	2016-05-06	SRR1945472	SRS888278	868	868	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326317	SRX972156	870	2015-03-30	4539	2939	2016-05-06	SRR1945473	SRS888277	870	870	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326318	SRX972157	915	2015-03-30	2780	1787	2016-05-06	SRR1945474	SRS888325	915	915	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326319	SRX972158	932	2015-03-30	2935	1890	2016-05-06	SRR1945475	SRS888276	932	932	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326320	SRX972159	991	2015-03-30	6516	5313	2016-05-06	SRR1945476	SRS888313	991	991	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326323	SRX972162	1002	2015-03-30	3109	1502	2016-05-06	SRR1945479	SRS888274	1002	1002	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326324	SRX972163	1006	2015-03-30	6732	4379	2016-05-06	SRR1945480	SRS888273	1006	1006	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326325	SRX972164	1061	2015-03-30	1874	1523	2016-05-06	SRR1945481	SRS888323	1061	1061	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326326	SRX972165	1062	2015-03-30	9947	8021	2016-05-06	SRR1945482	SRS888275	1062	1062	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326327	SRX972166	1063	2015-03-30	2091	1303	2016-05-06	SRR1945483	SRS888297	1063	1063	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326328	SRX972167	1066	2015-03-30	3973	2494	2016-05-06	SRR1945484	SRS888271	1066	1066	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326329	SRX972168	1070	2015-03-30	5131	3290	2016-05-06	SRR1945485	SRS888272	1070	1070	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326330	SRX972169	1158	2015-03-30	5012	3254	2016-05-06	SRR1945486	SRS888270	1158	1158	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326332	SRX972171	1254	2015-03-30	3687	2625	2016-05-06	SRR1945488	SRS888269	1254	1254	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326333	SRX972172	1257	2015-03-30	5519	4651	2016-05-06	SRR1945489	SRS888268	1257	1257	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326334	SRX972173	1313	2015-03-30	3221	1878	2016-05-06	SRR1945490	SRS888267	1313	1313	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326335	SRX972174	1317	2015-03-30	8221	5287	2016-05-06	SRR1945491	SRS888266	1317	1317	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326336	SRX972175	1552	2015-03-30	8698	7367	2016-05-06	SRR1945492	SRS888265	1552	1552	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326337	SRX972176	1612	2015-03-31	5339	3777	2016-05-06	SRR1945493	SRS888263	1612	1612	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326338	SRX972177	1622	2015-03-31	7213	5218	2016-05-06	SRR1945494	SRS888322	1622	1622	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326339	SRX972178	1651	2015-03-31	5728	4094	2016-05-06	SRR1945495	SRS888262	1651	1651	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326340	SRX972179	1652	2015-03-31	6388	4671	2016-05-06	SRR1945496	SRS888261	1652	1652	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326341	SRX972180	1676	2015-03-31	6227	4445	2016-05-06	SRR1945497	SRS888264	1676	1676	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326342	SRX972181	1684	2015-03-31	4979	3074	2016-05-06	SRR1945498	SRS888260	1684	1684	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326343	SRX972182	1739	2015-03-31	6173	4218	2016-05-06	SRR1945499	SRS888259	1739	1739	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326344	SRX972183	1741	2015-03-31	5788	3941	2016-05-06	SRR1945500	SRS888288	1741	1741	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326345	SRX972184	1756	2015-03-31	4940	3641	2016-05-06	SRR1945501	SRS888258	1756	1756	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326346	SRX972185	1757	2015-03-31	9638	6813	2016-05-06	SRR1945502	SRS888257	1757	1757	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326347	SRX972186	1793	2015-03-31	9546	7032	2016-05-06	SRR1945503	SRS888256	1793	1793	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326348	SRX972187	1797	2015-03-31	3539	2513	2016-05-06	SRR1945504	SRS888255	1797	1797	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326349	SRX972188	1819	2015-03-31	5814	4230	2016-05-06	SRR1945505	SRS888254	1819	1819	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326350	SRX972189	1820	2015-03-31	4563	3241	2016-05-06	SRR1945506	SRS888253	1820	1820	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326351	SRX972190	1829	2015-03-30	4901	3173	2016-05-06	SRR1945507	SRS888252	1829	1829	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326352	SRX972191	1834	2015-03-31	5956	4357	2016-05-06	SRR1945508	SRS888251	1834	1834	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326353	SRX972192	1835	2015-03-31	5222	3845	2016-05-06	SRR1945509	SRS888250	1835	1835	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326354	SRX972193	1851	2015-03-31	9485	6796	2016-05-06	SRR1945510	SRS888248	1851	1851	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326355	SRX972194	1852	2015-03-31	4208	3035	2016-05-06	SRR1945511	SRS888249	1852	1852	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
