BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03327054	SRX972893	9624	2015-03-30	2290	1476	2016-05-06	SRR1946210	SRS887216	9624	9624	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327055	SRX972894	9625	2015-03-30	2625	1689	2016-05-06	SRR1946211	SRS887215	9625	9625	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327056	SRX972895	9626	2015-03-30	2534	1643	2016-05-06	SRR1946212	SRS887214	9626	9626	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327057	SRX972896	9627	2015-03-30	1568	1045	2016-05-06	SRR1946213	SRS887213	9627	9627	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327059	SRX972898	9629	2015-03-30	2333	1556	2016-05-06	SRR1946215	SRS887222	9629	9629	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327060	SRX972899	9630	2015-03-30	2285	1470	2016-05-06	SRR1946216	SRS887221	9630	9630	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326825	SRX972664	8247	2015-03-30	2856	1677	2016-05-06	SRR1945981	SRS887446	8247	8247	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326826	SRX972665	8249	2015-03-30	3219	2299	2016-05-06	SRR1945982	SRS887447	8249	8249	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326827	SRX972666	8256	2015-03-30	3281	2358	2016-05-06	SRR1945983	SRS887442	8256	8256	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326828	SRX972667	8258	2015-03-30	4337	2603	2016-05-06	SRR1945984	SRS887443	8258	8258	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326829	SRX972668	8259	2015-03-30	5207	3003	2016-05-06	SRR1945985	SRS887441	8259	8259	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326830	SRX972669	8264	2015-03-30	3516	2470	2016-05-06	SRR1945986	SRS887444	8264	8264	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326831	SRX972670	8283	2015-03-30	3202	2221	2016-05-06	SRR1945987	SRS887445	8283	8283	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326832	SRX972671	8284	2015-03-30	3200	2166	2016-05-06	SRR1945988	SRS887440	8284	8284	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326833	SRX972672	8285	2015-03-30	4807	3229	2016-05-06	SRR1945989	SRS887439	8285	8285	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326834	SRX972673	8290	2015-03-30	2651	1838	2016-05-06	SRR1945990	SRS887438	8290	8290	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326835	SRX972674	8297	2015-03-30	4043	2795	2016-05-06	SRR1945991	SRS887436	8297	8297	Switzerland	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326836	SRX972675	8306	2015-03-30	3192	2282	2016-05-06	SRR1945992	SRS887437	8306	8306	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326837	SRX972676	8307	2015-03-30	5275	3019	2016-05-06	SRR1945993	SRS887435	8307	8307	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326838	SRX972677	8311	2015-03-30	1669	1090	2016-05-06	SRR1945994	SRS887433	8311	8311	Austria	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326839	SRX972678	8312	2015-03-30	2041	1330	2016-05-06	SRR1945995	SRS887434	8312	8312	Germany	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326840	SRX972679	8326	2015-03-30	6086	5127	2016-05-06	SRR1945996	SRS887432	8326	8326	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326841	SRX972680	8334	2015-03-30	5326	2502	2016-05-06	SRR1945997	SRS887431	8334	8334	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326842	SRX972681	8335	2015-03-30	3325	2374	2016-05-06	SRR1945998	SRS887430	8335	8335	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326843	SRX972682	8337	2015-03-30	3632	2650	2016-05-06	SRR1945999	SRS887429	8337	8337	Italy	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326844	SRX972683	8343	2015-03-30	1646	1055	2016-05-06	SRR1946000	SRS887427	8343	8343	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326845	SRX972684	8351	2015-03-30	6665	5702	2016-05-06	SRR1946001	SRS887426	8351	8351	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326846	SRX972685	8354	2015-03-30	2140	1373	2016-05-06	SRR1946002	SRS887425	8354	8354	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326847	SRX972686	8357	2015-03-30	13648	9992	2016-05-06	SRR1946003	SRS887424	8357	8357	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326848	SRX972687	8365	2015-03-30	4150	2836	2016-05-06	SRR1946004	SRS887428	8365	8365	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326849	SRX972688	8366	2015-03-30	3014	2124	2016-05-06	SRR1946005	SRS887423	8366	8366	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326850	SRX972689	8369	2015-03-30	2822	1654	2016-05-06	SRR1946006	SRS887422	8369	8369	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326851	SRX972690	8376	2015-03-30	4606	3090	2016-05-06	SRR1946007	SRS887421	8376	8376	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326852	SRX972691	8386	2015-03-30	4516	3077	2016-05-06	SRR1946008	SRS887419	8386	8386	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326853	SRX972692	8387	2015-03-30	3047	2160	2016-05-06	SRR1946009	SRS887420	8387	8387	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326854	SRX972693	8419	2015-03-30	4266	2928	2016-05-06	SRR1946010	SRS887418	8419	8419	Lithuania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326855	SRX972694	8420	2015-03-30	2034	1280	2016-05-06	SRR1946011	SRS887417	8420	8420	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326856	SRX972695	8422	2015-03-30	5029	2334	2016-05-06	SRR1946012	SRS887416	8422	8422	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326857	SRX972696	8424	2015-03-30	11425	7702	2016-05-06	SRR1946013	SRS887415	8424	8424	India	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326858	SRX972697	8426	2015-03-30	5232	4439	2016-05-06	SRR1946014	SRS887414	8426	8426	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326859	SRX972698	8427	2015-03-30	3256	1937	2016-05-06	SRR1946015	SRS887413	8427	8427	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326860	SRX972699	8464	2015-03-31	9223	6559	2016-05-06	SRR1946016	SRS887412	8464	8464	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326861	SRX972700	8483	2015-03-31	8238	6034	2016-05-06	SRR1946017	SRS887411	8483	8483	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326862	SRX972701	8699	2015-03-31	6780	4453	2016-05-06	SRR1946018	SRS887410	8699	8699	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326863	SRX972702	8723	2015-03-31	6635	4315	2016-05-06	SRR1946019	SRS887409	8723	8723	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326864	SRX972703	9027	2015-03-31	6035	4378	2016-05-06	SRR1946020	SRS887407	9027	9027	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326865	SRX972704	9057	2015-03-30	5299	2497	2016-05-06	SRR1946021	SRS887406	9057	9057	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326866	SRX972705	9058	2015-03-30	9065	6225	2016-05-06	SRR1946022	SRS887405	9058	9058	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326867	SRX972706	9067	2015-03-30	2728	1898	2016-05-06	SRR1946023	SRS887408	9067	9067	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326868	SRX972707	9069	2015-03-30	7463	5412	2016-05-06	SRR1946024	SRS887404	9069	9069	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326869	SRX972708	9070	2015-03-30	4049	2956	2016-05-06	SRR1946025	SRS887403	9070	9070	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326870	SRX972709	9075	2015-03-30	3493	2549	2016-05-06	SRR1946026	SRS887402	9075	9075	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326871	SRX972710	9078	2015-03-30	6996	5064	2016-05-06	SRR1946027	SRS887401	9078	9078	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326872	SRX972711	9079	2015-03-30	2072	1512	2016-05-06	SRR1946028	SRS887400	9079	9079	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326873	SRX972712	9081	2015-03-30	3210	2341	2016-05-06	SRR1946029	SRS887398	9081	9081	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326874	SRX972713	9084	2015-03-30	3450	2521	2016-05-06	SRR1946030	SRS887397	9084	9084	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326875	SRX972714	9085	2015-03-30	3019	2093	2016-05-06	SRR1946031	SRS887399	9085	9085	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326876	SRX972715	9089	2015-03-30	3794	2764	2016-05-06	SRR1946032	SRS887396	9089	9089	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326877	SRX972716	9091	2015-03-30	2781	1840	2016-05-06	SRR1946033	SRS887395	9091	9091	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326878	SRX972717	9095	2015-03-30	5151	3715	2016-05-06	SRR1946034	SRS887394	9095	9095	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326879	SRX972718	9099	2015-03-30	2885	1982	2016-05-06	SRR1946035	SRS887393	9099	9099	Azerbaijan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326880	SRX972719	9100	2015-03-30	6573	4528	2016-05-06	SRR1946036	SRS887392	9100	9100	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326881	SRX972720	9102	2015-03-30	5167	3562	2016-05-06	SRR1946037	SRS887391	9102	9102	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326882	SRX972721	9103	2015-03-30	5951	4114	2016-05-06	SRR1946038	SRS887389	9103	9103	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326883	SRX972722	9104	2015-03-30	5822	4038	2016-05-06	SRR1946039	SRS887388	9104	9104	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326884	SRX972723	9105	2015-03-30	3578	2342	2016-05-06	SRR1946040	SRS887390	9105	9105	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326885	SRX972724	9106	2015-03-30	2749	1902	2016-05-06	SRR1946041	SRS887387	9106	9106	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326886	SRX972725	9111	2015-03-30	12071	8356	2016-05-06	SRR1946042	SRS887386	9111	9111	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326887	SRX972726	9113	2015-03-30	3431	2369	2016-05-06	SRR1946043	SRS887385	9113	9113	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326888	SRX972727	9114	2015-03-30	3392	2362	2016-05-06	SRR1946044	SRS887384	9114	9114	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326889	SRX972728	9115	2015-03-30	2723	1763	2016-05-06	SRR1946045	SRS887383	9115	9115	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326890	SRX972729	9121	2015-03-30	3391	2353	2016-05-06	SRR1946046	SRS887382	9121	9121	Georgia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326891	SRX972730	9125	2015-03-30	5528	3831	2016-05-06	SRR1946047	SRS887381	9125	9125	Armenia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326892	SRX972731	9128	2015-03-30	3908	2777	2016-05-06	SRR1946048	SRS887379	9128	9128	Armenia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326893	SRX972732	9130	2015-03-30	6235	4280	2016-05-06	SRR1946049	SRS887380	9130	9130	Armenia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326894	SRX972733	9131	2015-03-30	4901	3381	2016-05-06	SRR1946050	SRS887377	9131	9131	Armenia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326895	SRX972734	9133	2015-03-30	4637	3296	2016-05-06	SRR1946051	SRS887378	9133	9133	Armenia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
